id,code,codeType,category,severity,applicableRegions,applicableBrands,title,description,causes,actions,url
p1285,P1285,manufacturer_specific,powertrain,warning,US|EU|Global,,P1285 - Injection Control Pressure Out Of Range Low,"Fault code P1285 means ""Injection Control Pressure Out Of Range Low"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1285/
p1286,P1286,manufacturer_specific,powertrain,warning,US|EU|Global,,P1286 - Injection Control Pressure Out Of Range High,"Fault code P1286 means ""Injection Control Pressure Out Of Range High"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1286/
p1287,P1287,manufacturer_specific,powertrain,caution,US|EU|Global,,P1287 - Excessive Injection Control Pressure,"Fault code P1287 means ""Excessive Injection Control Pressure"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1287/
p1288,P1288,manufacturer_specific,powertrain,warning,US|EU|Global,,P1288 - IPR Circuit Failure,"Fault code P1288 means ""IPR Circuit Failure"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1288/
p1289,P1289,manufacturer_specific,powertrain,warning,US|EU|Global,,P1289 - Aborted KOER - ICP Failure,"Fault code P1289 means ""Aborted KOER - ICP Failure"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1289/
p1290,P1290,manufacturer_specific,powertrain,caution,US|EU|Global,,P1290 - Cylinder head over temp sensed,"Fault code P1290 means ""Cylinder head over temp sensed"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1290/
p1291,P1291,manufacturer_specific,fuel,warning,US|EU|Global,,P1291 - Fuel Pulse In Range But Lower Than Expected,"Fault code P1291 means ""Fuel Pulse In Range But Lower Than Expected"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1291/
p1292,P1292,manufacturer_specific,fuel,warning,US|EU|Global,,P1292 - Fuel Pulse In Range But Higher Than Expected,"Fault code P1292 means ""Fuel Pulse In Range But Higher Than Expected"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1292/
p1293,P1293,manufacturer_specific,powertrain,caution,US|EU|Global,,P1293 - Cylinder Head Temp Sensor Out Of Self Test Range,"Fault code P1293 means ""Cylinder Head Temp Sensor Out Of Self Test Range"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1293/
p1294,P1294,manufacturer_specific,powertrain,warning,US|EU|Global,,P1294 - Cylinder Head Temp Sensor High Input,"Fault code P1294 means ""Cylinder Head Temp Sensor High Input"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1294/
p1295,P1295,manufacturer_specific,powertrain,warning,US|EU|Global,,P1295 - Cylinder Head Temp Sensor Low Input,"Fault code P1295 means ""Cylinder Head Temp Sensor Low Input"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1295/
p1296,P1296,manufacturer_specific,fuel,warning,US|EU|Global,,P1296 - Injector High Side Short To GND Or VBATT - Bank 1,"Fault code P1296 means ""Injector High Side Short To GND Or VBATT - Bank 1"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1296/
p1297,P1297,manufacturer_specific,fuel,warning,US|EU|Global,,P1297 - Injector High Side Short To GND Or VBATT - Bank 2,"Fault code P1297 means ""Injector High Side Short To GND Or VBATT - Bank 2"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1297/
p1298,P1298,manufacturer_specific,fuel,warning,US|EU|Global,,P1298 - Injector High Side Open - Bank 1,"Fault code P1298 means ""Injector High Side Open - Bank 1"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1298/
p1299,P1299,manufacturer_specific,fuel,warning,US|EU|Global,,P1299 - Injector High Side Open - Bank 2/Target idle not reached,"Fault code P1299 means ""Injector High Side Open - Bank 2/Target idle not reached"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1299/
p1300,P1300,manufacturer_specific,powertrain,warning,US|EU|Global,,P1300 - Multi-faults - Bank 1 - With Low Side Shorts,"Fault code P1300 means ""Multi-faults - Bank 1 - With Low Side Shorts"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1300/
p1301,P1301,manufacturer_specific,powertrain,warning,US|EU|Global,,P1301 - Multi-faults - Bank 2 - With Low Side Shorts,"Fault code P1301 means ""Multi-faults - Bank 2 - With Low Side Shorts"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1301/
p1302,P1302,manufacturer_specific,fuel,warning,US|EU|Global,,P1302 - Injector High Sides Shorted Together,"Fault code P1302 means ""Injector High Sides Shorted Together"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1302/
p1303,P1303,manufacturer_specific,powertrain,warning,US|EU|Global,,P1303 - IDM Failure,"Fault code P1303 means ""IDM Failure"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1303/
p1304,P1304,manufacturer_specific,hvac,caution,US|EU|Global,,P1304 - Cylinder Head Overtemperature Protection Active,"Fault code P1304 means ""Cylinder Head Overtemperature Protection Active"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""hvac"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Temperature sensor failure|Coolant pump malfunction|Refrigerant leak or low charge|Blower motor or valve actuator fault,Monitor the situation and service at your next scheduled visit|Check coolant/refrigerant levels|Inspect temperature sensors and their connections,https://evfaultcode.com/en/common/p1304/
p1305,P1305,manufacturer_specific,powertrain,caution,US|EU|Global,,P1305 - Boost Calibration Fault,"Fault code P1305 means ""Boost Calibration Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1305/
p1306,P1306,manufacturer_specific,powertrain,warning,US|EU|Global,,P1306 - Boost Calibration High,"Fault code P1306 means ""Boost Calibration High"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1306/
p1307,P1307,manufacturer_specific,powertrain,warning,US|EU|Global,,P1307 - Boost Calibration Low,"Fault code P1307 means ""Boost Calibration Low"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1307/
p1308,P1308,manufacturer_specific,emissions,caution,US|EU|Global,,P1308 - EGR Calibration Fault,"Fault code P1308 means ""EGR Calibration Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""emissions"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Catalytic converter degradation|Oxygen sensor failure|EVAP system leak|EGR valve stuck or clogged,Monitor the situation and service at your next scheduled visit|Have the emission system inspected for proper operation|Check for exhaust leaks,https://evfaultcode.com/en/common/p1308/
p1309,P1309,manufacturer_specific,emissions,warning,US|EU|Global,,P1309 - EGR Calibration High,"Fault code P1309 means ""EGR Calibration High"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""emissions"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Catalytic converter degradation|Oxygen sensor failure|EVAP system leak|EGR valve stuck or clogged,Schedule service as soon as possible|Have the emission system inspected for proper operation|Check for exhaust leaks,https://evfaultcode.com/en/common/p1309/
p1313,P1313,manufacturer_specific,emissions,warning,US|EU|Global,,P1313 - EGR Calibration Low,"Fault code P1313 means ""EGR Calibration Low"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""emissions"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Catalytic converter degradation|Oxygen sensor failure|EVAP system leak|EGR valve stuck or clogged,Schedule service as soon as possible|Have the emission system inspected for proper operation|Check for exhaust leaks,https://evfaultcode.com/en/common/p1313/
p1314,P1314,manufacturer_specific,powertrain,caution,US|EU|Global,,P1314 - Kickdown Relay Pull - In Circuit Fault,"Fault code P1314 means ""Kickdown Relay Pull - In Circuit Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1314/
p1315,P1315,manufacturer_specific,powertrain,caution,US|EU|Global,,P1315 - Kickdown Relay Hold Circuit Fault,"Fault code P1315 means ""Kickdown Relay Hold Circuit Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1315/
p1316,P1316,manufacturer_specific,powertrain,caution,US|EU|Global,,P1316 - A/C Clutch Circuit Fault,"Fault code P1316 means ""A/C Clutch Circuit Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1316/
p1317,P1317,manufacturer_specific,ignition,caution,US|EU|Global,,P1317 - Misfire Monitor AICE Chip Fault,"Fault code P1317 means ""Misfire Monitor AICE Chip Fault"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Monitor the situation and service at your next scheduled visit|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1317/
p1336,P1336,manufacturer_specific,emissions,caution,US|EU|Global,,P1336 - Misfire Rate Catalyst Damage Fault - Bank 1,"Fault code P1336 means ""Misfire Rate Catalyst Damage Fault - Bank 1"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""emissions"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Catalytic converter degradation|Oxygen sensor failure|EVAP system leak|EGR valve stuck or clogged,Monitor the situation and service at your next scheduled visit|Have the emission system inspected for proper operation|Check for exhaust leaks,https://evfaultcode.com/en/common/p1336/
p1340,P1340,manufacturer_specific,emissions,caution,US|EU|Global,,P1340 - Misfire Rate Catalyst Damage Fault - Bank 2,"Fault code P1340 means ""Misfire Rate Catalyst Damage Fault - Bank 2"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""emissions"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Catalytic converter degradation|Oxygen sensor failure|EVAP system leak|EGR valve stuck or clogged,Monitor the situation and service at your next scheduled visit|Have the emission system inspected for proper operation|Check for exhaust leaks,https://evfaultcode.com/en/common/p1340/
p1341,P1341,manufacturer_specific,ignition,caution,US|EU|Global,,P1341 - Persistent Misfire,"Fault code P1341 means ""Persistent Misfire"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Monitor the situation and service at your next scheduled visit|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1341/
p1345,P1345,manufacturer_specific,fuel,caution,US|EU|Global,,P1345 - Injector Circuit / IDM Codes Detected,"Fault code P1345 means ""Injector Circuit / IDM Codes Detected"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Monitor the situation and service at your next scheduled visit|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1345/
p1346,P1346,manufacturer_specific,fuel,caution,US|EU|Global,,P1346 - Injector Circuit / IDM Codes Not Updated,"Fault code P1346 means ""Injector Circuit / IDM Codes Not Updated"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Monitor the situation and service at your next scheduled visit|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1346/
p1347,P1347,manufacturer_specific,powertrain,caution,US|EU|Global,,P1347 - Crank / Cam Sensor Range / Performance,"Fault code P1347 means ""Crank / Cam Sensor Range / Performance"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1347/
p1348,P1348,manufacturer_specific,powertrain,warning,US|EU|Global,,P1348 - Camshaft Position Sensor B Circuit Malfunction,"Fault code P1348 means ""Camshaft Position Sensor B Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1348/
p1349,P1349,manufacturer_specific,powertrain,caution,US|EU|Global,,P1349 - Camshaft Position Sensor B Range / Performance,"Fault code P1349 means ""Camshaft Position Sensor B Range / Performance"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Monitor the situation and service at your next scheduled visit|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1349/
p1350,P1350,manufacturer_specific,powertrain,warning,US|EU|Global,,P1350 - SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft Position - Camshaft Position Correlation,"Fault code P1350 means ""SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft Position - Camshaft Position Correlation"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""powertrain"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Sensor failure or signal out of range|Wiring harness damage or loose connection|Control module software issue|Vacuum leak or air intake restriction,Schedule service as soon as possible|Check and replace the affected sensor if confirmed faulty|Inspect wiring and connectors for damage,https://evfaultcode.com/en/common/p1350/
